,color,keyword,set,release_date,count
1107,green,reach,Betrayers of Kamigawa,2005-02-04,1
1108,green,reach,Born of the Gods,2014-02-07,1
1109,green,reach,Champions of Kamigawa,2004-10-01,2
1110,green,reach,Coldsnap,2006-07-21,2
1111,green,reach,Commander 2015,2015-11-13,1
1112,green,reach,Commander 2016,2016-11-11,1
1113,green,reach,Commander 2017,2017-08-25,1
1114,green,reach,Commander 2018,2018-08-10,2
1115,green,reach,Conflux,2009-02-06,1
1116,green,reach,Conspiracy: Take the Crown,2016-08-26,1
1117,green,reach,Core Set 2019,2018-07-13,2
1118,green,reach,Dark Ascension,2012-02-03,1
1119,green,reach,Darksteel,2004-02-06,1
1120,green,reach,Dissension,2006-05-05,1
1121,green,reach,Dominaria,2018-04-27,2
1122,green,reach,Dragon's Maze,2013-05-03,3
1123,green,reach,Dragons of Tarkir,2015-03-27,3
1124,green,reach,Eldritch Moon,2016-07-22,3
1125,green,reach,Fate Reforged,2015-01-23,2
1126,green,reach,Future Sight,2007-05-04,1
1127,green,reach,Gatecrash,2013-02-01,3
1128,green,reach,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,1
1129,green,reach,Guildpact,2006-02-03,1
1130,green,reach,Guilds of Ravnica,2018-10-05,3
1131,green,reach,Hour of Devastation,2017-07-14,4
1132,green,reach,Ice Age,1995-06-01,1
1133,green,reach,Innistrad,2011-09-30,2
1134,green,reach,Invasion,2000-10-02,1
1135,green,reach,Ixalan,2017-09-29,2
1136,green,reach,Journey into Nyx,2014-05-02,4
1137,green,reach,Judgment,2002-05-27,1
1138,green,reach,Kaladesh,2016-09-30,2
1139,green,reach,Khans of Tarkir,2014-09-26,2
1140,green,reach,Legions,2003-02-03,1
1141,green,reach,Limited Edition Alpha,1993-08-05,1
1142,green,reach,Lorwyn,2007-10-12,2
1143,green,reach,Magic 2010,2009-07-17,1
1144,green,reach,Magic 2011,2010-07-16,1
1145,green,reach,Magic 2012,2011-07-15,2
1146,green,reach,Magic 2013,2012-07-13,2
1147,green,reach,Magic 2015 Core Set,2014-07-18,2
1148,green,reach,Magic Origins,2015-07-17,3
1149,green,reach,Mirage,1996-10-08,1
1150,green,reach,Mirrodin,2003-10-02,1
1151,green,reach,Mirrodin Besieged,2011-02-04,1
1152,green,reach,Morningtide,2008-02-01,1
1153,green,reach,New Phyrexia,2011-05-13,2
1154,green,reach,Oath of the Gatewatch,2016-01-22,1
1155,green,reach,Odyssey,2001-10-01,2
1156,green,reach,Onslaught,2002-10-07,2
1157,green,reach,Planechase 2012 Edition,2012-06-01,1
1158,green,reach,Planeshift,2001-02-05,1
1159,green,reach,Portal Second Age,1998-06-24,2
1160,green,reach,Prophecy,2000-06-05,2
1161,green,reach,Ravnica: City of Guilds,2005-10-07,2
1162,green,reach,Return to Ravnica,2012-10-05,3
1163,green,reach,Rise of the Eldrazi,2010-04-23,1
1164,green,reach,Rivals of Ixalan,2018-01-19,1
1165,green,reach,Saviors of Kamigawa,2005-06-03,1
1166,green,reach,Scars of Mirrodin,2010-10-01,2
1167,green,reach,Shadowmoor,2008-05-02,2
1168,green,reach,Shadows over Innistrad,2016-04-08,2
1169,green,reach,Shards of Alara,2008-10-03,3
1170,green,reach,Tempest,1997-10-14,1
1171,green,reach,Theros,2013-09-27,3
1172,green,reach,Time Spiral,2006-10-06,2
1173,green,reach,Torment,2002-02-08,1
1174,green,reach,Urza's Destiny,1999-06-07,1
1175,green,reach,Worldwake,2010-02-05,1
1176,green,reach,Zendikar,2009-10-02,1
1177,green,trample,Aether Revolt,2017-01-20,5
1178,green,trample,Alara Reborn,2009-04-30,1
1179,green,trample,Alliances,1996-06-10,5
1180,green,trample,Amonkhet,2017-04-28,3
1181,green,trample,Apocalypse,2001-06-04,4
1182,green,trample,Avacyn Restored,2012-05-04,3
1183,green,trample,Battle for Zendikar,2015-10-02,5
1184,green,trample,Battlebond,2018-06-08,2
1185,green,trample,Betrayers of Kamigawa,2005-02-04,3
1186,green,trample,Born of the Gods,2014-02-07,4
1187,green,trample,Champions of Kamigawa,2004-10-01,4
1188,green,trample,Coldsnap,2006-07-21,7
1189,green,trample,Commander 2013 Edition,2013-11-01,2
1190,green,trample,Commander 2014,2014-11-07,3
1191,green,trample,Commander 2015,2015-11-13,3
1192,green,trample,Commander 2016,2016-11-11,3
1193,green,trample,Commander 2017,2017-08-25,3
1194,green,trample,Commander 2018,2018-08-10,2
1195,green,trample,Conflux,2009-02-06,5
1196,green,trample,Conspiracy: Take the Crown,2016-08-26,3
1197,green,trample,Core Set 2019,2018-07-13,4
1198,green,trample,Dark Ascension,2012-02-03,3
1199,green,trample,Dissension,2006-05-05,3
1200,green,trample,Dominaria,2018-04-27,4
1201,green,trample,Dragon's Maze,2013-05-03,3
1202,green,trample,Dragons of Tarkir,2015-03-27,4
1203,green,trample,Duel Decks: Zendikar vs. Eldrazi,2015-08-28,1
1204,green,trample,Eldritch Moon,2016-07-22,2
1205,green,trample,Eventide,2008-07-25,6
1206,green,trample,Exodus,1998-06-15,1
1207,green,trample,Fate Reforged,2015-01-23,4
1208,green,trample,Fifth Dawn,2004-06-04,2
1209,green,trample,From the Vault: Dragons,2008-08-29,1
1210,green,trample,Future Sight,2007-05-04,3
1211,green,trample,Gatecrash,2013-02-01,7
1212,green,trample,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,1
1213,green,trample,Guildpact,2006-02-03,4
1214,green,trample,Guilds of Ravnica,2018-10-05,4
1215,green,trample,Hour of Devastation,2017-07-14,6
1216,green,trample,Ice Age,1995-06-01,2
1217,green,trample,Innistrad,2011-09-30,3
1218,green,trample,Invasion,2000-10-02,6
1219,green,trample,Ixalan,2017-09-29,7
1220,green,trample,Journey into Nyx,2014-05-02,2
1221,green,trample,Judgment,2002-05-27,4
1222,green,trample,Kaladesh,2016-09-30,6
1223,green,trample,Khans of Tarkir,2014-09-26,8
1224,green,trample,Legends,1994-06-10,3
1225,green,trample,Legions,2003-02-03,4
1226,green,trample,Limited Edition Alpha,1993-08-05,2
1227,green,trample,Lorwyn,2007-10-12,4
1228,green,trample,Magic 2010,2009-07-17,1
1229,green,trample,Magic 2011,2010-07-16,2
1230,green,trample,Magic 2012,2011-07-15,4
1231,green,trample,Magic 2013,2012-07-13,3
1232,green,trample,Magic 2014 Core Set,2013-07-19,3
1233,green,trample,Magic 2015 Core Set,2014-07-18,1
1234,green,trample,Magic Origins,2015-07-17,3
1235,green,trample,Magic: The Gathering—Conspiracy,2014-06-06,1
1236,green,trample,Masterpiece Series: Kaladesh Inventions,2016-09-30,1
1237,green,trample,Mercadian Masques,1999-10-04,2
1238,green,trample,Mirage,1996-10-08,3
1239,green,trample,Mirrodin,2003-10-02,3
1240,green,trample,Mirrodin Besieged,2011-02-04,1
1241,green,trample,Morningtide,2008-02-01,3
1242,green,trample,Nemesis,2000-02-14,2
1243,green,trample,New Phyrexia,2011-05-13,3
1244,green,trample,Oath of the Gatewatch,2016-01-22,4
1245,green,trample,Odyssey,2001-10-01,4
1246,green,trample,Onslaught,2002-10-07,7
1247,green,trample,Planar Chaos,2007-02-02,2
1248,green,trample,Planechase 2012 Edition,2012-06-01,1
1249,green,trample,Planeshift,2001-02-05,1
1250,green,trample,Prophecy,2000-06-05,3
1251,green,trample,Ravnica: City of Guilds,2005-10-07,3
1252,green,trample,Return to Ravnica,2012-10-05,5
1253,green,trample,Rise of the Eldrazi,2010-04-23,6
1254,green,trample,Rivals of Ixalan,2018-01-19,3
1255,green,trample,Saviors of Kamigawa,2005-06-03,1
1256,green,trample,Scars of Mirrodin,2010-10-01,5
1257,green,trample,Scourge,2003-05-26,2
1258,green,trample,Shadowmoor,2008-05-02,8
1259,green,trample,Shadows over Innistrad,2016-04-08,7
1260,green,trample,Shards of Alara,2008-10-03,2
1261,green,trample,Stronghold,1998-03-02,1
1262,green,trample,Tempest,1997-10-14,3
1263,green,trample,Theros,2013-09-27,5
1264,green,trample,Time Spiral,2006-10-06,3
1265,green,trample,Torment,2002-02-08,4
1266,green,trample,Urza's Destiny,1999-06-07,1
1267,green,trample,Urza's Legacy,1999-02-15,2
1268,green,trample,Urza's Saga,1998-10-12,6
1269,green,trample,Visions,1997-02-03,1
1270,green,trample,Worldwake,2010-02-05,1
1271,green,trample,Zendikar,2009-10-02,3
1272,green,vigilance,Amonkhet,2017-04-28,1
1273,green,vigilance,Battle for Zendikar,2015-10-02,1
1274,green,vigilance,Battlebond,2018-06-08,3
1275,green,vigilance,Born of the Gods,2014-02-07,1
1276,green,vigilance,Commander 2013 Edition,2013-11-01,1
1277,green,vigilance,Commander 2016,2016-11-11,2
1278,green,vigilance,Commander 2018,2018-08-10,1
1279,green,vigilance,Conflux,2009-02-06,3
1280,green,vigilance,Conspiracy: Take the Crown,2016-08-26,1
1281,green,vigilance,Core Set 2019,2018-07-13,4
1282,green,vigilance,Dark Ascension,2012-02-03,3
1283,green,vigilance,Dominaria,2018-04-27,1
1284,green,vigilance,Dragon's Maze,2013-05-03,2
1285,green,vigilance,Dragons of Tarkir,2015-03-27,1
1286,green,vigilance,Duel Decks: Zendikar vs. Eldrazi,2015-08-28,1
1287,green,vigilance,Eldritch Moon,2016-07-22,1
1288,green,vigilance,Exodus,1998-06-15,1
1289,green,vigilance,Guilds of Ravnica,2018-10-05,6
1290,green,vigilance,Hour of Devastation,2017-07-14,4
1291,green,vigilance,Invasion,2000-10-02,2
1292,green,vigilance,Ixalan,2017-09-29,1
1293,green,vigilance,Journey into Nyx,2014-05-02,2
1294,green,vigilance,Kaladesh,2016-09-30,1
1295,green,vigilance,Legends,1994-06-10,2
1296,green,vigilance,Lorwyn,2007-10-12,2
1297,green,vigilance,Magic 2013,2012-07-13,1
1298,green,vigilance,Magic Origins,2015-07-17,3
1299,green,vigilance,Magic Origins Clash Pack,2015-07-17,1
1300,green,vigilance,New Phyrexia,2011-05-13,1
1301,green,vigilance,Oath of the Gatewatch,2016-01-22,3
1302,green,vigilance,Planechase 2012 Edition,2012-06-01,1
1303,green,vigilance,Ravnica: City of Guilds,2005-10-07,1
1304,green,vigilance,Return to Ravnica,2012-10-05,2
1305,green,vigilance,Rivals of Ixalan,2018-01-19,1
1306,green,vigilance,Shadowmoor,2008-05-02,2
1307,green,vigilance,Shadows over Innistrad,2016-04-08,1
1308,green,vigilance,Shards of Alara,2008-10-03,3
1309,green,vigilance,Worldwake,2010-02-05,1
1310,green,vigilance,Zendikar,2009-10-02,1
1311,red,deathtouch,Alara Reborn,2009-04-30,1
1312,red,deathtouch,Conflux,2009-02-06,1
1313,red,deathtouch,Conspiracy: Take the Crown,2016-08-26,1
1314,red,deathtouch,Dragon's Maze,2013-05-03,1
1315,red,deathtouch,Khans of Tarkir,2014-09-26,1
1316,red,deathtouch,Shards of Alara,2008-10-03,1
1317,red,defender,Commander 2018,2018-08-10,1
1318,red,defender,Dissension,2006-05-05,1
1319,red,defender,Dragon's Maze,2013-05-03,1
1320,red,defender,Eldritch Moon,2016-07-22,1
1321,red,defender,Eventide,2008-07-25,1
1322,red,defender,Guilds of Ravnica,2018-10-05,3
1323,red,defender,Ice Age,1995-06-01,1
1324,red,defender,Innistrad,2011-09-30,1
1325,red,defender,Legends,1994-06-10,4
1326,red,defender,Limited Edition Alpha,1993-08-05,2
1327,red,defender,Magic 2012,2011-07-15,1
1328,red,defender,Magic 2014 Core Set,2013-07-19,1
1329,red,defender,Magic: The Gathering—Conspiracy,2014-06-06,1
1330,red,defender,Mercadian Masques,1999-10-04,1
1331,red,defender,Mirage,1996-10-08,1
1332,red,defender,Nemesis,2000-02-14,1
1333,red,defender,Planar Chaos,2007-02-02,1
1334,red,defender,Portal,1997-05-01,1
1335,red,defender,Ravnica: City of Guilds,2005-10-07,3
1336,red,defender,Return to Ravnica,2012-10-05,1
1337,red,defender,Rise of the Eldrazi,2010-04-23,4
1338,red,defender,Stronghold,1998-03-02,1
1339,red,defender,Tempest,1997-10-14,1
1340,red,defender,Time Spiral,2006-10-06,1
1341,red,defender,Torment,2002-02-08,1
1342,red,defender,Weatherlight,1997-06-09,1
1343,red,double strike,Aether Revolt,2017-01-20,2
1344,red,double strike,Alara Reborn,2009-04-30,1
1345,red,double strike,Amonkhet,2017-04-28,1
1346,red,double strike,Avacyn Restored,2012-05-04,1
1347,red,double strike,Battle for Zendikar,2015-10-02,1
1348,red,double strike,Commander 2015,2015-11-13,1
1349,red,double strike,Commander 2016,2016-11-11,1
1350,red,double strike,Conflux,2009-02-06,1
1351,red,double strike,Dark Ascension,2012-02-03,1
1352,red,double strike,Dissension,2006-05-05,1
1353,red,double strike,Dominaria,2018-04-27,1
1354,red,double strike,Dragon's Maze,2013-05-03,1
1355,red,double strike,Eventide,2008-07-25,1
1356,red,double strike,Fate Reforged,2015-01-23,1
1357,red,double strike,Future Sight,2007-05-04,1
1358,red,double strike,Gatecrash,2013-02-01,2
1359,red,double strike,Guilds of Ravnica,2018-10-05,2
1360,red,double strike,Innistrad,2011-09-30,1
1361,red,double strike,Journey into Nyx,2014-05-02,1
1362,red,double strike,Khans of Tarkir,2014-09-26,1
1363,red,double strike,Legions,2003-02-03,2
1364,red,double strike,Magic Origins,2015-07-17,1
1365,red,double strike,Magic: The Gathering-Commander,2011-06-17,1
1366,red,double strike,Mirrodin Besieged,2011-02-04,1
1367,red,double strike,Ravnica: City of Guilds,2005-10-07,1
1368,red,double strike,Rivals of Ixalan,2018-01-19,1
1369,red,double strike,Saviors of Kamigawa,2005-06-03,1
1370,red,double strike,Scourge,2003-05-26,1
1371,red,double strike,Shadows over Innistrad,2016-04-08,1
1372,red,double strike,Theros,2013-09-27,1
1373,red,double strike,Time Spiral,2006-10-06,1
1374,red,double strike,Zendikar,2009-10-02,1
1375,red,first strike,Aether Revolt,2017-01-20,3
1376,red,first strike,Amonkhet,2017-04-28,1
1377,red,first strike,Avacyn Restored,2012-05-04,2
1378,red,first strike,Battle for Zendikar,2015-10-02,1
1379,red,first strike,Battlebond,2018-06-08,1
1380,red,first strike,Born of the Gods,2014-02-07,1
1381,red,first strike,Champions of Kamigawa,2004-10-01,2
1382,red,first strike,Coldsnap,2006-07-21,1
1383,red,first strike,Commander 2016,2016-11-11,2
1384,red,first strike,Commander 2017,2017-08-25,2
1385,red,first strike,Conflux,2009-02-06,1
1386,red,first strike,Dark Ascension,2012-02-03,1
1387,red,first strike,Dissension,2006-05-05,1
1388,red,first strike,Dominaria,2018-04-27,2
1389,red,first strike,Dragon's Maze,2013-05-03,3
1390,red,first strike,Dragons of Tarkir,2015-03-27,2
1391,red,first strike,Duel Decks: Heroes vs. Monsters,2013-09-06,1
1392,red,first strike,Eventide,2008-07-25,4
1393,red,first strike,Exodus,1998-06-15,1
1394,red,first strike,Fallen Empires,1994-11-15,5
1395,red,first strike,Fate Reforged,2015-01-23,2
1396,red,first strike,Fifth Dawn,2004-06-04,1
1397,red,first strike,Gatecrash,2013-02-01,5
1398,red,first strike,Guildpact,2006-02-03,1
1399,red,first strike,Guilds of Ravnica,2018-10-05,2
1400,red,first strike,Homelands,1995-10-14,5
1401,red,first strike,Hour of Devastation,2017-07-14,2
1402,red,first strike,Ice Age,1995-06-01,2
1403,red,first strike,Innistrad,2011-09-30,4
1404,red,first strike,Invasion,2000-10-02,4
1405,red,first strike,Ixalan,2017-09-29,1
1406,red,first strike,Judgment,2002-05-27,2
1407,red,first strike,Kaladesh,2016-09-30,3
1408,red,first strike,Khans of Tarkir,2014-09-26,4
1409,red,first strike,Legends,1994-06-10,2
1410,red,first strike,Legions,2003-02-03,1
1411,red,first strike,Lorwyn,2007-10-12,1
1412,red,first strike,Magic 2010,2009-07-17,1
1413,red,first strike,Magic 2012,2011-07-15,1
1414,red,first strike,Magic 2014 Core Set,2013-07-19,2
1415,red,first strike,Magic 2015 Core Set,2014-07-18,2
1416,red,first strike,Magic Origins,2015-07-17,2
1417,red,first strike,Magic: The Gathering—Conspiracy,2014-06-06,1
1418,red,first strike,Masterpiece Series: Kaladesh Inventions,2016-09-30,1
1419,red,first strike,Mercadian Masques,1999-10-04,2
1420,red,first strike,Mirage,1996-10-08,2
1421,red,first strike,Mirrodin,2003-10-02,2
1422,red,first strike,Morningtide,2008-02-01,2
1423,red,first strike,New Phyrexia,2011-05-13,2
1424,red,first strike,Oath of the Gatewatch,2016-01-22,1
1425,red,first strike,Odyssey,2001-10-01,2
1426,red,first strike,Onslaught,2002-10-07,2
1427,red,first strike,Planar Chaos,2007-02-02,1
1428,red,first strike,Planeshift,2001-02-05,1
1429,red,first strike,Prophecy,2000-06-05,2
1430,red,first strike,Ravnica: City of Guilds,2005-10-07,4
1431,red,first strike,Return to Ravnica,2012-10-05,5
1432,red,first strike,Rise of the Eldrazi,2010-04-23,1
1433,red,first strike,Rivals of Ixalan,2018-01-19,1
1434,red,first strike,Saviors of Kamigawa,2005-06-03,1
1435,red,first strike,Shadowmoor,2008-05-02,3
1436,red,first strike,Shadows over Innistrad,2016-04-08,1
1437,red,first strike,Shards of Alara,2008-10-03,3
1438,red,first strike,Stronghold,1998-03-02,1
1439,red,first strike,Tempest,1997-10-14,2
1440,red,first strike,Theros,2013-09-27,2
1441,red,first strike,Time Spiral,2006-10-06,2
1442,red,first strike,Torment,2002-02-08,5
1443,red,first strike,Urza's Destiny,1999-06-07,1
1444,red,first strike,Urza's Saga,1998-10-12,1
1445,red,first strike,Visions,1997-02-03,1
1446,red,first strike,Zendikar,2009-10-02,2
1447,red,flash,Amonkhet,2017-04-28,1
1448,red,flash,Commander 2014,2014-11-07,1
1449,red,flash,Dominaria,2018-04-27,1
1450,red,flash,Fate Reforged,2015-01-23,1
1451,red,flash,Invasion,2000-10-02,1
1452,red,flash,Khans of Tarkir,2014-09-26,1
1453,red,flash,Planar Chaos,2007-02-02,1
1454,red,flash,Return to Ravnica,2012-10-05,2
1455,red,flash,Time Spiral,2006-10-06,3
1456,red,flash,Urza's Legacy,1999-02-15,1
1457,red,flying,Aether Revolt,2017-01-20,2
1458,red,flying,Alara Reborn,2009-04-30,9
1459,red,flying,Alliances,1996-06-10,1
1460,red,flying,Amonkhet,2017-04-28,3
1461,red,flying,Apocalypse,2001-06-04,6
1462,red,flying,Arabian Nights,1993-12-17,4
1463,red,flying,Avacyn Restored,2012-05-04,2
1464,red,flying,Battle for Zendikar,2015-10-02,3
1465,red,flying,Battlebond,2018-06-08,3
1466,red,flying,Born of the Gods,2014-02-07,4
1467,red,flying,Champions of Kamigawa,2004-10-01,2
1468,red,flying,Coldsnap,2006-07-21,4
1469,red,flying,Commander 2013 Edition,2013-11-01,2
1470,red,flying,Commander 2014,2014-11-07,2
1471,red,flying,Commander 2015,2015-11-13,3
1472,red,flying,Commander 2016,2016-11-11,3
1473,red,flying,Commander 2017,2017-08-25,6
1474,red,flying,Commander 2018,2018-08-10,3
1475,red,flying,Conflux,2009-02-06,7
1476,red,flying,Conspiracy: Take the Crown,2016-08-26,1
1477,red,flying,Core Set 2019,2018-07-13,9
1478,red,flying,Dark Ascension,2012-02-03,2
1479,red,flying,Darksteel,2004-02-06,1
1480,red,flying,Dissension,2006-05-05,5
1481,red,flying,Dominaria,2018-04-27,6
1482,red,flying,Dragon's Maze,2013-05-03,2
1483,red,flying,Dragons of Tarkir,2015-03-27,9
1484,red,flying,Eldritch Moon,2016-07-22,2
1485,red,flying,Eventide,2008-07-25,5
1486,red,flying,Exodus,1998-06-15,2
1487,red,flying,Fate Reforged,2015-01-23,5
1488,red,flying,Fifth Dawn,2004-06-04,1
1489,red,flying,From the Vault: Dragons,2008-08-29,1
1490,red,flying,From the Vault: Transform,2015-11-24,1
1491,red,flying,Future Sight,2007-05-04,2
1492,red,flying,Gatecrash,2013-02-01,3
1493,red,flying,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,2
1494,red,flying,Guildpact,2006-02-03,5
1495,red,flying,Guilds of Ravnica,2018-10-05,5
1496,red,flying,Hour of Devastation,2017-07-14,2
1497,red,flying,Ice Age,1995-06-01,4
1498,red,flying,Innistrad,2011-09-30,3
1499,red,flying,Invasion,2000-10-02,5
1500,red,flying,Ixalan,2017-09-29,1
1501,red,flying,Journey into Nyx,2014-05-02,2
1502,red,flying,Judgment,2002-05-27,2
1503,red,flying,Kaladesh,2016-09-30,3
1504,red,flying,Khans of Tarkir,2014-09-26,6
1505,red,flying,Legends,1994-06-10,7
1506,red,flying,Legions,2003-02-03,2
1507,red,flying,Limited Edition Alpha,1993-08-05,6
1508,red,flying,Lorwyn,2007-10-12,2
1509,red,flying,Magic 2010,2009-07-17,1
1510,red,flying,Magic 2011,2010-07-16,3
1511,red,flying,Magic 2012,2011-07-15,2
1512,red,flying,Magic 2013,2012-07-13,4
1513,red,flying,Magic 2014 Core Set,2013-07-19,2
1514,red,flying,Magic 2015 Core Set,2014-07-18,3
1515,red,flying,Magic Origins,2015-07-17,6
1516,red,flying,Magic: The Gathering-Commander,2011-06-17,4
1517,red,flying,Magic: The Gathering—Conspiracy,2014-06-06,1
1518,red,flying,Mercadian Masques,1999-10-04,6
1519,red,flying,Mirage,1996-10-08,10
1520,red,flying,Mirrodin,2003-10-02,1
1521,red,flying,Mirrodin Besieged,2011-02-04,1
1522,red,flying,New Phyrexia,2011-05-13,1
1523,red,flying,Oath of the Gatewatch,2016-01-22,2
1524,red,flying,Odyssey,2001-10-01,2
1525,red,flying,Onslaught,2002-10-07,4
1526,red,flying,Planar Chaos,2007-02-02,8
1527,red,flying,Planechase 2012 Edition,2012-06-01,1
1528,red,flying,Portal,1997-05-01,2
1529,red,flying,Portal Second Age,1998-06-24,2
1530,red,flying,Prophecy,2000-06-05,1
1531,red,flying,Ravnica: City of Guilds,2005-10-07,5
1532,red,flying,Return to Ravnica,2012-10-05,5
1533,red,flying,Rise of the Eldrazi,2010-04-23,3
1534,red,flying,Rivals of Ixalan,2018-01-19,1
1535,red,flying,Saviors of Kamigawa,2005-06-03,2
1536,red,flying,Scars of Mirrodin,2010-10-01,2
1537,red,flying,Scourge,2003-05-26,3
1538,red,flying,Shadowmoor,2008-05-02,4
1539,red,flying,Shadows over Innistrad,2016-04-08,3
1540,red,flying,Shards of Alara,2008-10-03,5
1541,red,flying,Starter 1999,1999-07-12,1
1542,red,flying,Stronghold,1998-03-02,1
1543,red,flying,Tempest,1997-10-14,6
1544,red,flying,The Dark,1994-08-08,1
1545,red,flying,Theros,2013-09-27,3
1546,red,flying,Time Spiral,2006-10-06,7
1547,red,flying,Urza's Destiny,1999-06-07,1
1548,red,flying,Urza's Legacy,1999-02-15,1
1549,red,flying,Urza's Saga,1998-10-12,3
1550,red,flying,Visions,1997-02-03,5
1551,red,flying,Weatherlight,1997-06-09,1
1552,red,flying,Worldwake,2010-02-05,2
1553,red,flying,Zendikar,2009-10-02,2
1554,red,haste,Aether Revolt,2017-01-20,2
1555,red,haste,Alara Reborn,2009-04-30,13
1556,red,haste,Alliances,1996-06-10,2
1557,red,haste,Amonkhet,2017-04-28,5
1558,red,haste,Apocalypse,2001-06-04,3
1559,red,haste,Avacyn Restored,2012-05-04,5
1560,red,haste,Battle for Zendikar,2015-10-02,4
1561,red,haste,Battlebond,2018-06-08,5
1562,red,haste,Betrayers of Kamigawa,2005-02-04,1
1563,red,haste,Born of the Gods,2014-02-07,10
1564,red,haste,Champions of Kamigawa,2004-10-01,5
1565,red,haste,Coldsnap,2006-07-21,6
1566,red,haste,Commander 2014,2014-11-07,2
1567,red,haste,Commander 2015,2015-11-13,1
1568,red,haste,Commander 2016,2016-11-11,3
1569,red,haste,Commander 2017,2017-08-25,5
1570,red,haste,Commander 2018,2018-08-10,4
1571,red,haste,Conflux,2009-02-06,3
1572,red,haste,Conspiracy: Take the Crown,2016-08-26,1
1573,red,haste,Core Set 2019,2018-07-13,2
1574,red,haste,Dark Ascension,2012-02-03,4
1575,red,haste,Dissension,2006-05-05,3
1576,red,haste,Dominaria,2018-04-27,9
1577,red,haste,Dragon's Maze,2013-05-03,6
1578,red,haste,Dragons of Tarkir,2015-03-27,9
1579,red,haste,Duel Decks: Speed vs. Cunning,2014-09-05,1
1580,red,haste,Eldritch Moon,2016-07-22,1
1581,red,haste,Eventide,2008-07-25,4
1582,red,haste,Fate Reforged,2015-01-23,8
1583,red,haste,Fifth Dawn,2004-06-04,4
1584,red,haste,From the Vault: Dragons,2008-08-29,1
1585,red,haste,Future Sight,2007-05-04,8
1586,red,haste,Gatecrash,2013-02-01,6
1587,red,haste,Guildpact,2006-02-03,1
1588,red,haste,Guilds of Ravnica,2018-10-05,5
1589,red,haste,Homelands,1995-10-14,3
1590,red,haste,Hour of Devastation,2017-07-14,2
1591,red,haste,Ice Age,1995-06-01,1
1592,red,haste,Innistrad,2011-09-30,2
1593,red,haste,Invasion,2000-10-02,7
1594,red,haste,Ixalan,2017-09-29,9
1595,red,haste,Journey into Nyx,2014-05-02,1
1596,red,haste,Judgment,2002-05-27,2
1597,red,haste,Kaladesh,2016-09-30,5
1598,red,haste,Khans of Tarkir,2014-09-26,7
1599,red,haste,Legions,2003-02-03,4
1600,red,haste,Lorwyn,2007-10-12,7
1601,red,haste,Magic 2010,2009-07-17,1
1602,red,haste,Magic 2011,2010-07-16,1
1603,red,haste,Magic 2012,2011-07-15,2
1604,red,haste,Magic 2013,2012-07-13,2
1605,red,haste,Magic 2014 Core Set,2013-07-19,2
1606,red,haste,Magic 2015 Core Set,2014-07-18,4
1607,red,haste,Magic Origins,2015-07-17,5
1608,red,haste,Magic: The Gathering—Conspiracy,2014-06-06,2
1609,red,haste,Mercadian Masques,1999-10-04,4
1610,red,haste,Mirage,1996-10-08,3
1611,red,haste,Mirrodin,2003-10-02,4
1612,red,haste,Mirrodin Besieged,2011-02-04,2
1613,red,haste,Morningtide,2008-02-01,1
1614,red,haste,Multiverse Gift Box,1996-11-01,1
1615,red,haste,Nemesis,2000-02-14,1
1616,red,haste,New Phyrexia,2011-05-13,3
1617,red,haste,Oath of the Gatewatch,2016-01-22,3
1618,red,haste,Odyssey,2001-10-01,4
1619,red,haste,Onslaught,2002-10-07,6
1620,red,haste,Planar Chaos,2007-02-02,1
1621,red,haste,Planechase 2012 Edition,2012-06-01,1
1622,red,haste,Portal,1997-05-01,5
1623,red,haste,Portal Second Age,1998-06-24,2
1624,red,haste,Portal Three Kingdoms,1999-05-01,3
1625,red,haste,Prophecy,2000-06-05,1
1626,red,haste,Ravnica: City of Guilds,2005-10-07,7
1627,red,haste,Return to Ravnica,2012-10-05,8
1628,red,haste,Rise of the Eldrazi,2010-04-23,2
1629,red,haste,Rivals of Ixalan,2018-01-19,4
1630,red,haste,Saviors of Kamigawa,2005-06-03,4
1631,red,haste,Scars of Mirrodin,2010-10-01,4
1632,red,haste,Scourge,2003-05-26,2
1633,red,haste,Shadowmoor,2008-05-02,5
1634,red,haste,Shadows over Innistrad,2016-04-08,7
1635,red,haste,Shards of Alara,2008-10-03,10
1636,red,haste,Starter 1999,1999-07-12,1
1637,red,haste,Stronghold,1998-03-02,2
1638,red,haste,Tempest,1997-10-14,3
1639,red,haste,The Dark,1994-08-08,1
1640,red,haste,Theros,2013-09-27,4
1641,red,haste,Time Spiral,2006-10-06,4
1642,red,haste,Torment,2002-02-08,1
1643,red,haste,Urza's Destiny,1999-06-07,3
1644,red,haste,Urza's Legacy,1999-02-15,3
1645,red,haste,Urza's Saga,1998-10-12,3
1646,red,haste,Visions,1997-02-03,1
1647,red,haste,Weatherlight,1997-06-09,1
1648,red,haste,Worldwake,2010-02-05,3
1649,red,haste,Zendikar,2009-10-02,5
1650,red,hexproof,Alara Reborn,2009-04-30,1
1651,red,hexproof,Core Set 2019,2018-07-13,1
1652,red,hexproof,Khans of Tarkir,2014-09-26,1
1653,red,indestructible,Amonkhet,2017-04-28,1
